final_budget,method,method_label,iter,mean_psnr,std_psnr,runs
640,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,175,24.042502880096436,2.8306646835461207,8
640,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,200,25.016161918640137,3.084579357218055,8
640,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,225,25.38231325149536,3.181121854258739,8
640,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,250,23.290071487426758,2.639802685741494,8
640,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,275,25.781474590301514,3.254729360900053,8
640,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,300,26.151824474334717,3.377611037989403,8
640,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,325,26.34260582923889,3.4396996629917083,8
640,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,350,26.272555351257324,3.38082605152236,8
640,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,375,26.78941535949707,3.522819848957437,8
640,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,400,26.956244468688965,3.6068783205473127,8
640,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,425,26.4549617767334,3.362381463514143,8
640,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,450,27.324298620224,3.6515378728326913,8
640,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,475,27.540594816207886,3.714930581917884,8
640,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,499,27.674832105636597,3.7608349770576286,8
640,structsplat_quadtree_hybrid_tensor,SS qt-hybrid + tensor,0,16.89967107772827,1.3393190588329469,8
640,structsplat_quadtree_hybrid_tensor,SS qt-hybrid + tensor,25,20.702335357666016,2.348358119923567,8
640,structsplat_quadtree_hybrid_tensor,SS qt-hybrid + tensor,50,21.864464044570923,2.539386583111371,8
640,structsplat_quadtree_hybrid_tensor,SS qt-hybrid + tensor,75,22.54870867729187,2.5934738350735858,8
640,structsplat_quadtree_hybrid_tensor,SS qt-hybrid + tensor,100,22.88084626197815,2.648992150082615,8
640,structsplat_quadtree_hybrid_tensor,SS qt-hybrid + tensor,125,23.53962469100952,2.731657606343987,8
640,structsplat_quadtree_hybrid_tensor,SS qt-hybrid + tensor,150,23.934436321258545,2.7382048354333843,8
640,structsplat_quadtree_hybrid_tensor,SS qt-hybrid + tensor,175,23.814265727996826,2.5813327752189505,8
640,structsplat_quadtree_hybrid_tensor,SS qt-hybrid + tensor,200,24.623268365859985,2.7941273505952737,8
640,structsplat_quadtree_hybrid_tensor,SS qt-hybrid + tensor,225,24.98992395401001,2.843487983226207,8
640,structsplat_quadtree_hybrid_tensor,SS qt-hybrid + tensor,250,23.762239456176758,2.5601513625464456,8
640,structsplat_quadtree_hybrid_tensor,SS qt-hybrid + tensor,275,25.409695148468018,2.913643810062867,8
640,structsplat_quadtree_hybrid_tensor,SS qt-hybrid + tensor,300,25.745177268981934,2.989445329978175,8
640,structsplat_quadtree_hybrid_tensor,SS qt-hybrid + tensor,325,25.927412509918213,3.0387862360820015,8
640,structsplat_quadtree_hybrid_tensor,SS qt-hybrid + tensor,350,25.901087522506714,3.01956913937062,8
640,structsplat_quadtree_hybrid_tensor,SS qt-hybrid + tensor,375,26.323858976364136,3.1127625744937677,8
640,structsplat_quadtree_hybrid_tensor,SS qt-hybrid + tensor,400,26.532652616500854,3.1658997495086822,8
640,structsplat_quadtree_hybrid_tensor,SS qt-hybrid + tensor,425,26.22818899154663,3.153319884610859,8
640,structsplat_quadtree_hybrid_tensor,SS qt-hybrid + tensor,450,26.907939910888672,3.2501256413603863,8
640,structsplat_quadtree_hybrid_tensor,SS qt-hybrid + tensor,475,27.120439052581787,3.304869148432622,8
640,structsplat_quadtree_hybrid_tensor,SS qt-hybrid + tensor,499,27.250813245773315,3.3441880706587224,8
640,structsplat_quadtree_wse_residual,SS qt-WSE + residual,0,16.681182265281677,1.2769091935474515,8
640,structsplat_quadtree_wse_residual,SS qt-WSE + residual,25,20.612200021743774,2.4121633968223017,8
640,structsplat_quadtree_wse_residual,SS qt-WSE + residual,50,21.789376258850098,2.5782499706364153,8
640,structsplat_quadtree_wse_residual,SS qt-WSE + residual,75,22.47723913192749,2.6554034114456417,8
640,structsplat_quadtree_wse_residual,SS qt-WSE + residual,100,22.807376623153687,2.6279017287456963,8
640,structsplat_quadtree_wse_residual,SS qt-WSE + residual,125,23.426126718521118,2.814388303843876,8
640,structsplat_quadtree_wse_residual,SS qt-WSE + residual,150,23.834477424621582,2.9385455640169993,8
640,structsplat_quadtree_wse_residual,SS qt-WSE + residual,175,23.71697974205017,2.8038137752470376,8
640,structsplat_quadtree_wse_residual,SS qt-WSE + residual,200,24.438849687576294,3.0214332708512814,8
640,structsplat_quadtree_wse_residual,SS qt-WSE + residual,225,24.834102392196655,3.0178600030379283,8
640,structsplat_quadtree_wse_residual,SS qt-WSE + residual,250,23.730944633483887,2.665704619742838,8
640,structsplat_quadtree_wse_residual,SS qt-WSE + residual,275,25.299644231796265,3.0536771852638736,8
640,structsplat_quadtree_wse_residual,SS qt-WSE + residual,300,25.65016508102417,3.1095028338787536,8
640,structsplat_quadtree_wse_residual,SS qt-WSE + residual,325,25.88578724861145,3.1531792231727036,8
640,structsplat_quadtree_wse_residual,SS qt-WSE + residual,350,25.89236044883728,3.133461657869111,8
640,structsplat_quadtree_wse_residual,SS qt-WSE + residual,375,26.32780957221985,3.2213755385207823,8
640,structsplat_quadtree_wse_residual,SS qt-WSE + residual,400,26.555941343307495,3.2960436205560826,8
640,structsplat_quadtree_wse_residual,SS qt-WSE + residual,425,26.2536404132843,3.263950130321913,8
640,structsplat_quadtree_wse_residual,SS qt-WSE + residual,450,26.94914436340332,3.37712962798119,8
